datetime,irradiancia_kwh_m2,temperatura_c,humedad_pct,viento_m_s
2025-08-31 00:00:00,0.0,26.75,86.67,1.61
2025-08-31 01:00:00,0.0,26.51,88.37,1.69
2025-08-31 02:00:00,0.0,26.29,90.2,1.76
2025-08-31 03:00:00,0.0,26.06,91.68,1.8
2025-08-31 04:00:00,0.0,25.93,92.46,1.74
2025-08-31 05:00:00,14.65,25.89,92.67,1.7
2025-08-31 06:00:00,192.48,26.72,87.47,1.95
2025-08-31 07:00:00,429.98,27.94,78.05,1.96
2025-08-31 08:00:00,645.33,29.42,67.82,1.93
2025-08-31 09:00:00,785.4,30.73,60.91,1.86
2025-08-31 10:00:00,906.72,31.79,56.52,1.8
2025-08-31 11:00:00,941.65,32.56,53.85,1.86
2025-08-31 12:00:00,801.0,32.84,52.81,1.96
2025-08-31 13:00:00,831.97,32.78,52.98,2.04
2025-08-31 14:00:00,671.45,32.44,54.27,2.07
2025-08-31 15:00:00,446.9,31.64,57.41,2.06
2025-08-31 16:00:00,221.1,30.71,61.39,2.02
2025-08-31 17:00:00,33.05,29.57,66.67,1.84
2025-08-31 18:00:00,0.0,28.58,72.35,1.63
2025-08-31 19:00:00,0.0,28.12,75.47,1.46
2025-08-31 20:00:00,0.0,27.78,77.91,1.41
2025-08-31 21:00:00,0.0,27.55,79.46,1.42
2025-08-31 22:00:00,0.0,27.3,81.1,1.42
2025-08-31 23:00:00,0.0,27.1,82.6,1.46
2025-09-01 00:00:00,0.0,26.89,83.99,1.51
2025-09-01 01:00:00,0.0,26.65,85.48,1.54
2025-09-01 02:00:00,0.0,26.43,86.59,1.55
2025-09-01 03:00:00,0.0,26.19,87.88,1.53
2025-09-01 04:00:00,0.0,25.91,89.32,1.48
2025-09-01 05:00:00,13.23,25.89,89.5,1.48
2025-09-01 06:00:00,182.3,26.79,84.86,1.63
2025-09-01 07:00:00,420.62,28.32,74.61,1.65
2025-09-01 08:00:00,643.05,30.19,63.69,1.69
2025-09-01 09:00:00,782.78,31.87,55.67,1.84
2025-09-01 10:00:00,892.0,33.08,51.11,2.03
2025-09-01 11:00:00,931.38,33.78,48.95,2.27
2025-09-01 12:00:00,873.38,33.95,48.75,2.51
2025-09-01 13:00:00,725.67,33.66,50.18,2.72
2025-09-01 14:00:00,569.67,32.92,53.16,2.78
2025-09-01 15:00:00,373.65,31.9,57.48,2.72
2025-09-01 16:00:00,168.52,30.68,62.84,2.5
2025-09-01 17:00:00,23.67,29.4,69.22,2.17
2025-09-01 18:00:00,0.0,28.24,76.32,1.79
2025-09-01 19:00:00,0.0,27.69,80.45,1.52
2025-09-01 20:00:00,0.0,27.36,82.84,1.24
2025-09-01 21:00:00,0.0,27.04,84.65,1.1
2025-09-01 22:00:00,0.0,26.77,86.04,1.04
2025-09-01 23:00:00,0.0,26.51,87.51,1.02
2025-09-02 00:00:00,0.0,26.19,89.51,1.08
2025-09-02 01:00:00,0.0,25.94,91.12,1.19
2025-09-02 02:00:00,0.0,25.81,91.92,1.31
2025-09-02 03:00:00,0.0,25.76,92.24,1.4
2025-09-02 04:00:00,0.0,25.91,91.17,1.36
2025-09-02 05:00:00,11.65,26.19,88.5,0.98
2025-09-02 06:00:00,165.32,27.67,79.34,0.89
2025-09-02 07:00:00,398.08,29.17,69.32,1.22
2025-09-02 08:00:00,628.1,30.52,61.19,1.46
2025-09-02 09:00:00,781.33,32.03,54.03,1.59
2025-09-02 10:00:00,879.25,33.24,49.87,1.92
2025-09-02 11:00:00,886.2,33.78,48.75,2.28
2025-09-02 12:00:00,853.67,33.75,49.61,2.51
2025-09-02 13:00:00,730.33,33.37,51.42,2.6
2025-09-02 14:00:00,434.08,32.58,54.48,2.58
2025-09-02 15:00:00,265.02,31.43,59.31,2.44
2025-09-02 16:00:00,128.27,30.35,64.32,2.23
2025-09-02 17:00:00,21.42,29.22,70.09,1.93
2025-09-02 18:00:00,0.0,28.24,76.48,1.67
2025-09-02 19:00:00,0.0,27.63,81.49,1.52
2025-09-02 20:00:00,0.0,27.15,85.78,1.32
2025-09-02 21:00:00,0.0,26.91,87.78,1.24
2025-09-02 22:00:00,0.0,26.7,89.08,1.24
2025-09-02 23:00:00,0.0,26.46,90.17,1.19
2025-09-03 00:00:00,0.0,26.21,91.0,1.09
2025-09-03 01:00:00,0.0,26.06,91.2,0.98
2025-09-03 02:00:00,0.0,25.98,91.15,0.92
2025-09-03 03:00:00,0.0,25.93,91.05,0.88
2025-09-03 04:00:00,0.0,25.9,90.92,0.89
2025-09-03 05:00:00,12.05,25.83,91.15,0.95
2025-09-03 06:00:00,165.52,26.57,88.56,1.05
2025-09-03 07:00:00,398.75,27.84,79.56,1.31
2025-09-03 08:00:00,625.55,29.0,69.63,1.45
2025-09-03 09:00:00,797.35,30.07,64.29,1.6
2025-09-03 10:00:00,907.08,31.06,59.93,1.77
2025-09-03 11:00:00,877.03,31.82,56.73,1.95
2025-09-03 12:00:00,678.08,32.09,55.67,2.12
2025-09-03 13:00:00,493.25,31.89,56.62,2.22
2025-09-03 14:00:00,385.05,31.43,58.74,2.24
2025-09-03 15:00:00,245.23,30.73,62.32,2.16
2025-09-03 16:00:00,127.25,29.75,67.58,1.93
2025-09-03 17:00:00,22.12,28.52,74.96,1.61
2025-09-03 18:00:00,0.0,27.45,81.97,1.33
2025-09-03 19:00:00,0.0,27.09,84.6,1.2
2025-09-03 20:00:00,0.0,26.87,85.75,1.03
2025-09-03 21:00:00,0.0,26.64,86.55,0.92
2025-09-03 22:00:00,0.0,26.4,87.18,0.86
2025-09-03 23:00:00,0.0,26.19,87.68,0.82
2025-09-04 00:00:00,0.0,26.07,87.95,0.78
2025-09-04 01:00:00,0.0,26.01,88.1,0.79
2025-09-04 02:00:00,0.0,25.93,88.56,0.92
2025-09-04 03:00:00,0.0,25.82,89.35,1.08
2025-09-04 04:00:00,0.0,25.68,90.36,1.24
2025-09-04 05:00:00,10.93,25.62,90.81,1.38
2025-09-04 06:00:00,112.85,26.68,85.87,1.71
2025-09-04 07:00:00,289.48,27.95,77.82,2.01
2025-09-04 08:00:00,461.7,29.05,71.68,2.22
2025-09-04 09:00:00,623.97,29.85,67.29,2.4
2025-09-04 10:00:00,787.25,30.43,63.75,2.48
2025-09-04 11:00:00,868.22,30.95,60.61,2.42
2025-09-04 12:00:00,857.8,31.49,57.77,2.28
2025-09-04 13:00:00,745.1,32.0,55.28,2.16
2025-09-04 14:00:00,614.53,32.23,53.82,2.06
2025-09-04 15:00:00,423.35,32.0,53.98,2.02
2025-09-04 16:00:00,210.2,31.24,56.4,1.99
2025-09-04 17:00:00,31.5,29.85,62.4,1.8
2025-09-04 18:00:00,0.0,28.47,70.1,1.64
2025-09-04 19:00:00,0.0,28.16,72.58,1.72
2025-09-04 20:00:00,0.0,27.85,75.18,1.74
2025-09-04 21:00:00,0.0,27.54,77.69,1.74
2025-09-04 22:00:00,0.0,27.22,79.94,1.71
2025-09-04 23:00:00,0.0,26.82,82.31,1.62
2025-09-05 00:00:00,0.0,26.47,84.59,1.58
2025-09-05 01:00:00,0.0,26.11,87.02,1.52
2025-09-05 02:00:00,0.0,25.83,88.98,1.54
2025-09-05 03:00:00,0.0,25.58,90.94,1.6
2025-09-05 04:00:00,0.0,25.41,92.18,1.67
2025-09-05 05:00:00,12.98,25.43,92.2,1.68
2025-09-05 06:00:00,180.35,27.11,81.75,1.79
2025-09-05 07:00:00,421.45,28.79,70.16,1.65
2025-09-05 08:00:00,648.5,30.38,61.39,1.65
2025-09-05 09:00:00,789.45,31.77,55.09,1.78
2025-09-05 10:00:00,886.33,32.88,50.93,1.93
2025-09-05 11:00:00,930.0,33.58,48.75,2.08
2025-09-05 12:00:00,869.12,33.93,47.9,2.24
2025-09-05 13:00:00,821.83,33.95,48.14,2.37
2025-09-05 14:00:00,663.58,33.45,49.96,2.45
2025-09-05 15:00:00,388.15,32.62,53.18,2.45
2025-09-05 16:00:00,181.15,31.5,57.73,2.44
2025-09-05 17:00:00,24.83,30.24,63.26,2.3
2025-09-05 18:00:00,0.0,29.16,69.34,2.12
2025-09-05 19:00:00,0.0,28.73,72.41,2.08
2025-09-05 20:00:00,0.0,28.38,74.76,2.03
2025-09-05 21:00:00,0.0,28.01,77.16,2.0
2025-09-05 22:00:00,0.0,27.51,80.21,1.86
2025-09-05 23:00:00,0.0,27.03,83.39,1.74
2025-09-06 00:00:00,0.0,26.59,86.75,1.61
2025-09-06 01:00:00,0.0,26.29,89.22,1.5
2025-09-06 02:00:00,0.0,26.04,91.04,1.39
2025-09-06 03:00:00,0.0,25.84,92.18,1.3
2025-09-06 04:00:00,0.0,25.69,92.79,1.26
2025-09-06 05:00:00,12.77,25.66,92.88,1.27
2025-09-06 06:00:00,164.05,26.85,87.4,1.44
2025-09-06 07:00:00,389.65,28.49,75.56,1.74
2025-09-06 08:00:00,603.35,29.77,67.94,1.97
2025-09-06 09:00:00,744.9,30.65,64.62,2.2
2025-09-06 10:00:00,825.03,31.07,63.47,2.32
2025-09-06 11:00:00,791.03,31.39,62.4,2.39
2025-09-06 12:00:00,771.97,31.47,61.78,2.4
2025-09-06 13:00:00,635.97,31.47,61.38,2.42
2025-09-06 14:00:00,434.58,31.0,63.31,2.37
2025-09-06 15:00:00,209.88,30.44,66.34,2.24
2025-09-06 16:00:00,100.03,29.85,69.68,2.09
2025-09-06 17:00:00,13.95,28.93,75.28,1.78
2025-09-06 18:00:00,0.0,28.06,81.19,1.59
2025-09-06 19:00:00,0.0,27.63,84.65,1.59
2025-09-06 20:00:00,0.0,27.33,87.05,1.76
2025-09-06 21:00:00,0.0,27.05,89.27,1.82
2025-09-06 22:00:00,0.0,26.73,90.83,1.42
2025-09-06 23:00:00,0.0,26.68,89.66,0.85
2025-09-07 00:00:00,0.0,26.62,88.69,0.61
2025-09-07 01:00:00,0.0,26.42,88.81,0.67
2025-09-07 02:00:00,0.0,26.11,89.66,1.0
2025-09-07 03:00:00,0.0,25.86,90.57,1.21
2025-09-07 04:00:00,0.0,25.46,92.42,1.35
2025-09-07 05:00:00,11.9,25.28,93.26,1.48
2025-09-07 06:00:00,172.93,26.34,88.98,1.61
2025-09-07 07:00:00,412.12,27.88,77.42,1.73
2025-09-07 08:00:00,638.35,29.51,65.49,1.77
2025-09-07 09:00:00,776.8,30.86,58.73,1.79
2025-09-07 10:00:00,832.97,31.83,54.83,1.78
2025-09-07 11:00:00,879.15,32.44,52.69,1.82
2025-09-07 12:00:00,839.8,32.51,52.47,1.86
2025-09-07 13:00:00,555.12,32.19,53.66,1.89
2025-09-07 14:00:00,388.67,31.65,55.71,1.91
2025-09-07 15:00:00,172.15,31.06,58.33,1.9
2025-09-07 16:00:00,114.28,30.19,62.16,1.82
2025-09-07 17:00:00,16.23,28.98,68.55,1.55
2025-09-07 18:00:00,0.0,27.96,75.44,1.4
2025-09-07 19:00:00,0.0,27.53,79.07,1.41
2025-09-07 20:00:00,0.0,27.11,82.93,1.47
2025-09-07 21:00:00,0.0,26.74,86.06,1.59
2025-09-07 22:00:00,0.0,26.42,88.54,1.65
2025-09-07 23:00:00,0.0,26.14,90.58,1.66
2025-09-08 00:00:00,0.0,25.9,92.02,1.58
2025-09-08 01:00:00,0.0,25.69,92.94,1.47
2025-09-08 02:00:00,0.0,25.55,93.2,1.4
2025-09-08 03:00:00,0.0,25.51,92.86,1.33
2025-09-08 04:00:00,0.0,25.55,92.34,1.3
2025-09-08 05:00:00,11.05,25.58,92.21,1.27
2025-09-08 06:00:00,158.15,26.4,90.57,1.28
2025-09-08 07:00:00,384.05,27.72,82.04,1.45
2025-09-08 08:00:00,604.12,28.59,72.66,1.58
2025-09-08 09:00:00,716.88,29.56,67.48,1.74
2025-09-08 10:00:00,745.45,30.16,65.43,1.87
2025-09-08 11:00:00,589.8,30.37,65.09,1.9
2025-09-08 12:00:00,442.12,30.51,64.96,1.9
2025-09-08 13:00:00,391.88,30.52,65.25,1.93
2025-09-08 14:00:00,270.23,30.23,66.5,1.96
2025-09-08 15:00:00,223.55,29.54,69.64,1.88
2025-09-08 16:00:00,97.88,28.6,74.82,1.67
2025-09-08 17:00:00,12.98,27.43,83.18,1.35
2025-09-08 18:00:00,0.0,26.68,88.57,1.23
2025-09-08 19:00:00,0.0,26.45,90.45,1.2
2025-09-08 20:00:00,0.0,26.32,91.23,1.16
2025-09-08 21:00:00,0.0,26.17,91.93,1.13
2025-09-08 22:00:00,0.0,26.03,92.39,1.13
2025-09-08 23:00:00,0.0,25.89,92.79,1.14
2025-09-09 00:00:00,0.0,25.77,93.08,1.17
2025-09-09 01:00:00,0.0,25.67,93.16,1.18
2025-09-09 02:00:00,0.0,25.57,93.3,1.18
2025-09-09 03:00:00,0.0,25.46,93.52,1.18
2025-09-09 04:00:00,0.0,25.33,93.7,1.22
2025-09-09 05:00:00,10.9,25.31,93.55,1.23
2025-09-09 06:00:00,151.6,26.28,90.41,1.52
2025-09-09 07:00:00,368.77,27.08,84.51,1.94
2025-09-09 08:00:00,586.53,28.4,74.5,1.9
2025-09-09 09:00:00,699.15,29.61,65.58,1.55
2025-09-09 10:00:00,738.0,30.45,61.14,1.54
2025-09-09 11:00:00,828.47,31.05,59.26,1.74
2025-09-09 12:00:00,835.85,31.28,59.24,1.95
2025-09-09 13:00:00,741.97,31.24,60.29,2.06
2025-09-09 14:00:00,635.92,30.79,62.75,2.01
2025-09-09 15:00:00,385.95,30.24,65.55,1.9
2025-09-09 16:00:00,176.68,29.51,69.25,1.68
2025-09-09 17:00:00,20.77,28.43,76.01,1.39
2025-09-09 18:00:00,0.0,27.58,81.83,1.32
2025-09-09 19:00:00,0.0,27.21,84.93,1.29
2025-09-09 20:00:00,0.0,26.86,87.41,1.29
2025-09-09 21:00:00,0.0,26.51,89.43,1.33
2025-09-09 22:00:00,0.0,26.25,90.66,1.44
2025-09-09 23:00:00,0.0,26.02,91.32,1.54
2025-09-10 00:00:00,0.0,25.74,92.25,1.58
2025-09-10 01:00:00,0.0,25.53,92.86,1.65
2025-09-10 02:00:00,0.0,25.36,93.5,1.68
2025-09-10 03:00:00,0.0,25.31,93.7,1.7
2025-09-10 04:00:00,0.0,25.38,93.19,1.7
2025-09-10 05:00:00,12.07,25.53,92.29,1.65
2025-09-10 06:00:00,171.48,26.8,85.72,1.67
2025-09-10 07:00:00,403.33,28.29,76.05,1.79
2025-09-10 08:00:00,632.75,29.56,68.2,2.04
2025-09-10 09:00:00,795.92,30.54,63.36,2.3
2025-09-10 10:00:00,897.08,31.23,60.35,2.45
2025-09-10 11:00:00,918.4,31.83,57.74,2.52
2025-09-10 12:00:00,791.58,32.29,55.51,2.56
2025-09-10 13:00:00,820.83,32.53,53.76,2.55
2025-09-10 14:00:00,661.65,32.51,52.72,2.49
2025-09-10 15:00:00,452.88,31.96,53.65,2.39
2025-09-10 16:00:00,215.23,30.94,56.92,2.21
2025-09-10 17:00:00,24.0,29.31,64.38,1.78
2025-09-10 18:00:00,0.0,27.85,73.04,1.47
2025-09-10 19:00:00,0.0,27.37,77.18,1.32
2025-09-10 20:00:00,0.0,26.89,80.95,1.16
2025-09-10 21:00:00,0.0,26.59,83.53,1.08
2025-09-10 22:00:00,0.0,26.35,85.58,1.03
2025-09-10 23:00:00,0.0,26.21,86.95,1.04
2025-09-11 00:00:00,0.0,26.17,87.71,1.07
2025-09-11 01:00:00,0.0,26.13,88.49,1.13
2025-09-11 02:00:00,0.0,26.03,89.5,1.22
2025-09-11 03:00:00,0.0,25.97,90.15,1.35
2025-09-11 04:00:00,0.0,25.89,91.08,1.43
2025-09-11 05:00:00,11.18,25.8,91.88,1.41
2025-09-11 06:00:00,158.25,26.66,87.89,1.46
2025-09-11 07:00:00,397.17,28.07,79.34,1.64
2025-09-11 08:00:00,620.8,29.53,70.14,1.79
2025-09-11 09:00:00,776.25,30.8,62.88,1.92
2025-09-11 10:00:00,829.38,31.81,58.05,2.01
2025-09-11 11:00:00,897.12,32.5,54.99,2.08
2025-09-11 12:00:00,843.95,32.95,52.94,2.13
2025-09-11 13:00:00,698.5,32.97,52.31,2.16
2025-09-11 14:00:00,508.75,32.59,53.41,2.16
2025-09-11 15:00:00,340.62,31.85,56.25,2.09
2025-09-11 16:00:00,155.7,30.84,60.42,1.99
2025-09-11 17:00:00,18.8,29.47,67.44,1.7
2025-09-11 18:00:00,0.0,28.26,74.83,1.54
2025-09-11 19:00:00,0.0,27.67,79.27,1.51
2025-09-11 20:00:00,0.0,27.1,83.9,1.42
2025-09-11 21:00:00,0.0,26.82,86.19,1.36
2025-09-11 22:00:00,0.0,26.59,87.8,1.26
2025-09-11 23:00:00,0.0,26.38,88.95,1.15
2025-09-12 00:00:00,0.0,26.24,89.33,1.03
2025-09-12 01:00:00,0.0,26.13,89.27,0.88
2025-09-12 02:00:00,0.0,26.08,88.71,0.75
2025-09-12 03:00:00,0.0,26.04,88.23,0.63
2025-09-12 04:00:00,0.0,26.04,87.69,0.6
2025-09-12 05:00:00,11.73,26.08,87.32,0.62
2025-09-12 06:00:00,168.38,26.92,87.95,0.68
2025-09-12 07:00:00,403.45,28.75,77.57,0.92
2025-09-12 08:00:00,626.05,30.29,61.78,1.23
2025-09-12 09:00:00,794.62,31.66,55.25,1.48
2025-09-12 10:00:00,868.67,32.65,51.91,1.72
2025-09-12 11:00:00,919.3,33.25,50.13,1.94
2025-09-12 12:00:00,851.0,33.52,49.47,2.14
2025-09-12 13:00:00,686.05,33.25,50.6,2.27
2025-09-12 14:00:00,455.65,32.52,53.17,2.28
2025-09-12 15:00:00,225.62,31.48,57.44,2.2
2025-09-12 16:00:00,124.4,30.27,63.31,2.05
2025-09-12 17:00:00,13.18,28.78,72.07,1.73
2025-09-12 18:00:00,0.0,27.69,79.7,1.61
2025-09-12 19:00:00,0.0,27.18,83.65,1.56
2025-09-12 20:00:00,0.0,26.87,85.98,1.45
2025-09-12 21:00:00,0.0,26.65,87.51,1.26
2025-09-12 22:00:00,0.0,26.49,88.17,1.05
2025-09-12 23:00:00,0.0,26.34,88.61,0.86
2025-09-13 00:00:00,0.0,26.18,88.71,0.77
2025-09-13 01:00:00,0.0,26.02,88.63,0.77
2025-09-13 02:00:00,0.0,25.9,88.49,0.84
2025-09-13 03:00:00,0.0,25.81,88.49,0.89
2025-09-13 04:00:00,0.0,25.78,88.16,0.91
2025-09-13 05:00:00,10.52,25.85,87.35,0.92
2025-09-13 06:00:00,163.3,26.79,85.65,0.85
2025-09-13 07:00:00,401.4,28.59,75.17,1.0
2025-09-13 08:00:00,655.33,30.2,61.28,1.07
2025-09-13 09:00:00,804.4,31.58,55.29,1.3
2025-09-13 10:00:00,892.12,32.57,51.94,1.57
2025-09-13 11:00:00,919.72,33.24,50.08,1.82
2025-09-13 12:00:00,878.42,33.46,49.68,2.04
2025-09-13 13:00:00,611.95,33.17,51.06,2.22
2025-09-13 14:00:00,407.12,32.44,53.85,2.22
2025-09-13 15:00:00,210.75,31.5,57.88,2.17
2025-09-13 16:00:00,116.72,30.19,64.06,2.01
2025-09-13 17:00:00,14.52,28.7,72.82,1.71
2025-09-13 18:00:00,0.0,27.67,80.11,1.65
2025-09-13 19:00:00,0.0,27.19,83.82,1.65
2025-09-13 20:00:00,0.0,26.88,86.2,1.65
2025-09-13 21:00:00,0.0,26.63,87.9,1.59
2025-09-13 22:00:00,0.0,26.36,89.51,1.48
2025-09-13 23:00:00,0.0,26.12,90.71,1.33
2025-09-14 00:00:00,0.0,26.04,90.58,1.29
2025-09-14 01:00:00,0.0,26.09,89.78,1.22
2025-09-14 02:00:00,0.0,26.09,89.51,1.17
2025-09-14 03:00:00,0.0,26.03,89.46,1.17
2025-09-14 04:00:00,0.0,25.88,90.17,1.24
2025-09-14 05:00:00,11.4,25.67,91.39,1.44
2025-09-14 06:00:00,169.8,26.45,90.52,1.6
2025-09-14 07:00:00,403.52,28.04,83.47,1.62
2025-09-14 08:00:00,627.6,29.33,70.32,1.46
2025-09-14 09:00:00,741.88,30.59,62.02,1.41
2025-09-14 10:00:00,831.83,31.51,57.24,1.54
2025-09-14 11:00:00,874.45,32.28,53.82,1.69
2025-09-14 12:00:00,842.7,32.72,52.02,1.85
2025-09-14 13:00:00,662.7,32.72,52.09,1.96
2025-09-14 14:00:00,471.1,32.34,53.96,2.04
2025-09-14 15:00:00,292.83,31.63,57.75,2.06
2025-09-14 16:00:00,126.4,30.56,63.8,2.08
2025-09-14 17:00:00,15.05,29.22,72.83,1.9
2025-09-14 18:00:00,0.0,28.28,80.02,1.92
2025-09-14 19:00:00,0.0,28.03,82.37,2.02
2025-09-14 20:00:00,0.0,27.86,83.79,2.03
2025-09-14 21:00:00,0.0,27.54,85.7,1.91
2025-09-14 22:00:00,0.0,27.25,87.29,1.83
2025-09-14 23:00:00,0.0,26.99,88.54,1.75
2025-09-15 00:00:00,0.0,26.78,89.57,1.75
2025-09-15 01:00:00,0.0,26.69,90.02,1.75
2025-09-15 02:00:00,0.0,26.66,90.03,1.71
2025-09-15 03:00:00,0.0,26.6,90.17,1.67
2025-09-15 04:00:00,0.0,26.48,90.56,1.69
2025-09-15 05:00:00,10.93,26.38,91.13,1.73
2025-09-15 06:00:00,170.38,27.14,88.0,1.81
2025-09-15 07:00:00,413.83,28.45,78.48,2.18
2025-09-15 08:00:00,655.08,29.81,67.82,2.42
2025-09-15 09:00:00,812.15,31.24,58.84,2.46
2025-09-15 10:00:00,925.85,32.68,51.42,2.51
2025-09-15 11:00:00,940.62,33.82,46.38,2.57
2025-09-15 12:00:00,864.58,34.49,43.67,2.59
2025-09-15 13:00:00,785.55,34.7,42.71,2.56
2025-09-15 14:00:00,632.42,34.43,43.48,2.51
2025-09-15 15:00:00,402.02,33.72,46.01,2.46
2025-09-15 16:00:00,171.52,32.44,50.97,2.41
2025-09-15 17:00:00,13.98,30.7,59.52,2.12
2025-09-15 18:00:00,0.0,29.33,68.36,2.13
2025-09-15 19:00:00,0.0,28.76,73.1,2.25
2025-09-15 20:00:00,0.0,28.17,78.49,2.22
2025-09-15 21:00:00,0.0,27.64,83.68,2.15
2025-09-15 22:00:00,0.0,27.21,88.06,2.11
2025-09-15 23:00:00,0.0,26.89,91.37,2.11
2025-09-16 00:00:00,0.0,26.73,93.4,2.14
2025-09-16 01:00:00,0.0,26.68,94.26,2.18
2025-09-16 02:00:00,0.0,26.69,94.71,2.25
2025-09-16 03:00:00,0.0,26.59,95.31,2.15
2025-09-16 04:00:00,0.0,26.46,95.61,2.13
2025-09-16 05:00:00,10.6,26.35,95.75,2.13
2025-09-16 06:00:00,171.0,26.81,93.89,2.38
2025-09-16 07:00:00,389.38,27.48,89.43,2.6
2025-09-16 08:00:00,614.28,28.61,79.76,2.89
2025-09-16 09:00:00,739.65,30.15,68.07,3.01
2025-09-16 10:00:00,676.42,31.07,63.13,2.95
2025-09-16 11:00:00,720.3,31.48,61.4,2.86
2025-09-16 12:00:00,756.15,31.71,60.42,2.73
2025-09-16 13:00:00,643.05,31.94,59.38,2.57
2025-09-16 14:00:00,405.6,31.85,59.61,2.47
2025-09-16 15:00:00,264.73,31.44,61.44,2.41
2025-09-16 16:00:00,117.68,30.66,65.46,2.26
2025-09-16 17:00:00,12.43,29.32,73.79,1.96
2025-09-16 18:00:00,0.0,28.41,79.57,2.17
2025-09-16 19:00:00,0.0,27.98,82.89,2.39
2025-09-16 20:00:00,0.0,27.48,87.06,2.32
2025-09-16 21:00:00,0.0,27.03,90.63,2.29
2025-09-16 22:00:00,0.0,26.75,92.79,2.34
2025-09-16 23:00:00,0.0,26.59,93.86,2.38
2025-09-17 00:00:00,0.0,26.41,94.67,2.34
2025-09-17 01:00:00,0.0,26.24,94.98,2.34
2025-09-17 02:00:00,0.0,26.08,94.98,2.32
2025-09-17 03:00:00,0.0,25.94,94.75,2.27
2025-09-17 04:00:00,0.0,25.73,94.73,2.18
2025-09-17 05:00:00,9.5,25.49,94.76,2.04
2025-09-17 06:00:00,164.4,26.21,91.56,2.18
2025-09-17 07:00:00,397.95,27.46,82.91,2.34
2025-09-17 08:00:00,634.53,29.42,68.6,2.51
2025-09-17 09:00:00,788.6,30.97,59.85,2.43
2025-09-17 10:00:00,749.33,31.94,55.94,2.33
2025-09-17 11:00:00,555.42,32.45,54.5,2.28
2025-09-17 12:00:00,415.55,32.44,54.96,2.24
2025-09-17 13:00:00,478.67,32.0,56.97,2.22
2025-09-17 14:00:00,422.88,31.47,59.37,2.18
2025-09-17 15:00:00,260.73,31.0,61.7,2.16
2025-09-17 16:00:00,117.3,30.27,65.4,2.15
2025-09-17 17:00:00,12.62,29.12,72.43,2.01
2025-09-17 18:00:00,0.0,28.25,78.05,2.17
2025-09-17 19:00:00,0.0,27.8,81.27,2.37
2025-09-17 20:00:00,0.0,27.4,84.18,2.4
2025-09-17 21:00:00,0.0,26.94,87.3,2.31
2025-09-17 22:00:00,0.0,26.48,90.31,2.1
2025-09-17 23:00:00,0.0,26.2,91.92,1.91
2025-09-18 00:00:00,0.0,25.93,93.36,1.8
2025-09-18 01:00:00,0.0,25.7,94.37,1.73
2025-09-18 02:00:00,0.0,25.54,94.76,1.7
2025-09-18 03:00:00,0.0,25.44,95.04,1.69
2025-09-18 04:00:00,0.0,25.37,95.28,1.73
2025-09-18 05:00:00,10.25,25.33,95.42,1.77
2025-09-18 06:00:00,162.48,26.08,93.08,2.09
2025-09-18 07:00:00,402.95,27.11,86.3,2.28
2025-09-18 08:00:00,628.83,28.84,72.8,2.41
2025-09-18 09:00:00,787.15,30.49,62.36,2.36
2025-09-18 10:00:00,862.03,31.85,55.53,2.23
2025-09-18 11:00:00,645.55,32.85,50.97,2.12
2025-09-18 12:00:00,714.3,33.36,48.66,2.08
2025-09-18 13:00:00,479.73,33.35,48.78,2.13
2025-09-18 14:00:00,200.38,32.78,51.16,2.18
2025-09-18 15:00:00,125.6,31.75,55.59,2.18
2025-09-18 16:00:00,51.12,30.39,61.85,2.05
2025-09-18 17:00:00,6.75,28.74,71.78,1.7
2025-09-18 18:00:00,0.0,27.61,80.25,1.41
2025-09-18 19:00:00,0.0,27.1,83.69,1.13
2025-09-18 20:00:00,0.0,26.8,85.58,0.82
2025-09-18 21:00:00,0.0,26.63,86.28,0.49
2025-09-18 22:00:00,0.0,26.33,87.67,0.45
2025-09-18 23:00:00,0.0,25.97,89.61,0.62
2025-09-19 00:00:00,0.0,25.69,91.17,0.76
2025-09-19 01:00:00,0.0,25.47,92.38,0.86
2025-09-19 02:00:00,0.0,25.3,93.14,0.89
2025-09-19 03:00:00,0.0,25.18,93.66,0.93
2025-09-19 04:00:00,0.0,25.12,93.62,0.97
2025-09-19 05:00:00,8.82,25.11,93.37,0.99
2025-09-19 06:00:00,112.35,25.99,90.08,1.13
2025-09-19 07:00:00,254.02,27.47,80.59,1.05
2025-09-19 08:00:00,411.02,28.86,68.48,0.87
2025-09-19 09:00:00,568.33,30.1,61.7,0.95
2025-09-19 10:00:00,716.67,30.98,58.3,1.29
2025-09-19 11:00:00,685.6,31.38,57.37,1.74
2025-09-19 12:00:00,614.22,31.35,58.14,2.12
2025-09-19 13:00:00,514.75,30.96,60.13,2.38
2025-09-19 14:00:00,300.42,30.15,63.87,2.46
2025-09-19 15:00:00,215.18,29.21,68.59,2.4
2025-09-19 16:00:00,87.0,28.33,73.25,2.22
2025-09-19 17:00:00,9.02,27.35,79.01,1.96
2025-09-19 18:00:00,0.0,26.64,84.15,1.81
2025-09-19 19:00:00,0.0,26.34,87.03,1.79
2025-09-19 20:00:00,0.0,26.14,89.23,1.79
2025-09-19 21:00:00,0.0,26.04,90.62,1.84
2025-09-19 22:00:00,0.0,25.97,91.78,1.9
2025-09-19 23:00:00,0.0,25.92,92.68,1.99
2025-09-20 00:00:00,0.0,25.9,93.12,2.08
